language,glottocode,family,correlation,sim
Brulé,brul1239,,0.031529499714159914,9
Eastern Pahari,east1436,Indo-European,-0.04499142044489019,0
Eastern Pahari,east1436,Indo-European,0.022359891015047897,1
Eastern Pahari,east1436,Indo-European,0.0676149657246929,2
Eastern Pahari,east1436,Indo-European,-0.04719990939667115,3
Eastern Pahari,east1436,Indo-European,-0.03430979137710628,4
Eastern Pahari,east1436,Indo-European,-0.02232314685258393,5
Eastern Pahari,east1436,Indo-European,0.020776151299231264,6
Eastern Pahari,east1436,Indo-European,-0.05160578222104591,7
Eastern Pahari,east1436,Indo-European,-0.030890750959582537,8
Eastern Pahari,east1436,Indo-European,0.006005635115731274,9
Naasioi,naas1242,South Bougainville,0.010963063065731894,0
Naasioi,naas1242,South Bougainville,-0.016502560131872464,1
Naasioi,naas1242,South Bougainville,-0.011453403727223262,2
Naasioi,naas1242,South Bougainville,0.0034465822534716743,3
Naasioi,naas1242,South Bougainville,-0.004579493045165578,4
Naasioi,naas1242,South Bougainville,0.02422103716593933,5
Naasioi,naas1242,South Bougainville,-0.00993124499898014,6
Naasioi,naas1242,South Bougainville,0.024853671285476074,7
Naasioi,naas1242,South Bougainville,0.012958543816395485,8
Naasioi,naas1242,South Bougainville,-0.052547619791123615,9
German,stan1295,Indo-European,-0.006742232218447379,0
German,stan1295,Indo-European,0.0018739797761248471,1
German,stan1295,Indo-European,0.009669005755670264,2
German,stan1295,Indo-European,-0.0180671283869154,3
German,stan1295,Indo-European,-0.025399747530664277,4
German,stan1295,Indo-European,0.04596429872470551,5
German,stan1295,Indo-European,-0.01793235015696508,6
German,stan1295,Indo-European,-0.0008543558297208565,7
German,stan1295,Indo-European,-0.0019236491931372106,8
German,stan1295,Indo-European,-0.03414532343869488,9
Northern Emberá,nort2972,,-0.00688636890633822,0
Northern Emberá,nort2972,,-0.047743071798026,1
Northern Emberá,nort2972,,-0.01271823256029465,2
Northern Emberá,nort2972,,-0.014098147987159235,3
Northern Emberá,nort2972,,0.048526405521388045,4
Northern Emberá,nort2972,,0.015155335100067563,5
Northern Emberá,nort2972,,0.002553084901041382,6
Northern Emberá,nort2972,,-0.018132883641025156,7
Northern Emberá,nort2972,,0.05842598335541812,8
Northern Emberá,nort2972,,-0.012717256255173113,9
Onobasulu,onob1238,Bosavi,0.001479163921954885,0
Onobasulu,onob1238,Bosavi,-0.015263750245274354,1
Onobasulu,onob1238,Bosavi,-0.0017960081562013938,2
Onobasulu,onob1238,Bosavi,0.03321845316524354,3
Onobasulu,onob1238,Bosavi,0.012544187590973959,4
Onobasulu,onob1238,Bosavi,0.011758378661335483,5
Onobasulu,onob1238,Bosavi,-0.04498139387060786,6
Onobasulu,onob1238,Bosavi,0.010335497301543217,7
Onobasulu,onob1238,Bosavi,0.00922668108089013,8
Onobasulu,onob1238,Bosavi,0.011549688202937567,9
Kalkutung,kalk1246,Pama-Nyungan,0.011731867886926841,0
Kalkutung,kalk1246,Pama-Nyungan,-0.004611334134505013,1
Kalkutung,kalk1246,Pama-Nyungan,-0.0010955295611677642,2
Kalkutung,kalk1246,Pama-Nyungan,-0.0037499451389081083,3
Kalkutung,kalk1246,Pama-Nyungan,-0.0038795643964427873,4
Kalkutung,kalk1246,Pama-Nyungan,0.0034434472675375573,5
Kalkutung,kalk1246,Pama-Nyungan,0.04850810509201132,6
Kalkutung,kalk1246,Pama-Nyungan,0.015560963329729395,7
Kalkutung,kalk1246,Pama-Nyungan,0.00463902104725725,8
Kalkutung,kalk1246,Pama-Nyungan,-0.012215243413344862,9
Niuean,niue1239,Austronesian,-0.04982454167488301,0
Niuean,niue1239,Austronesian,-0.000815695085550355,1
Niuean,niue1239,Austronesian,0.02286960444102113,2
Niuean,niue1239,Austronesian,-0.02810818036441646,3
Niuean,niue1239,Austronesian,0.015076709540777479,4
Niuean,niue1239,Austronesian,0.010206381854533203,5
Niuean,niue1239,Austronesian,-0.006741462625735753,6
Niuean,niue1239,Austronesian,0.04801466537269391,7
Niuean,niue1239,Austronesian,-0.04370517579878257,8
Niuean,niue1239,Austronesian,0.03272876869290045,9
Galela,gale1259,North Halmahera,-0.016663584757403545,0
Galela,gale1259,North Halmahera,0.011411864062819917,1
Galela,gale1259,North Halmahera,-0.0349419958341923,2
Galela,gale1259,North Halmahera,0.03663752962139268,3
Galela,gale1259,North Halmahera,0.005513331827436569,4
Galela,gale1259,North Halmahera,0.021520022141115137,5
Galela,gale1259,North Halmahera,-0.022822989629717176,6
Galela,gale1259,North Halmahera,-0.007310877984101348,7
Galela,gale1259,North Halmahera,-0.0301653777089129,8
Galela,gale1259,North Halmahera,0.020334167797743906,9
Wayuu,wayu1243,Arawakan,0.02265547040537034,0
Wayuu,wayu1243,Arawakan,-0.03286468841656133,1
Wayuu,wayu1243,Arawakan,-0.0037521001866408013,2
Wayuu,wayu1243,Arawakan,0.03764853571099592,3
Wayuu,wayu1243,Arawakan,0.005998148206640977,4
Wayuu,wayu1243,Arawakan,0.018798192133804507,5
Wayuu,wayu1243,Arawakan,-0.03654147101223196,6
Wayuu,wayu1243,Arawakan,0.020143591359621897,7
Wayuu,wayu1243,Arawakan,0.0376571259303041,8
Wayuu,wayu1243,Arawakan,-0.03091400022874378,9
Pohnpeian,pohn1238,Austronesian,-0.03319900756002071,0
Pohnpeian,pohn1238,Austronesian,0.028359441940989553,1
Pohnpeian,pohn1238,Austronesian,0.06167415835275787,2
Pohnpeian,pohn1238,Austronesian,-0.03849074913338977,3
Pohnpeian,pohn1238,Austronesian,0.060807346370967595,4
Pohnpeian,pohn1238,Austronesian,0.053608689269192586,5
Pohnpeian,pohn1238,Austronesian,0.01997137240751393,6
Pohnpeian,pohn1238,Austronesian,-0.05129298381978603,7
Pohnpeian,pohn1238,Austronesian,0.009972860886385751,8
Pohnpeian,pohn1238,Austronesian,-0.0007131774373028321,9
Bafia,bafi1243,Atlantic-Congo,-0.0014554504472041095,0
Bafia,bafi1243,Atlantic-Congo,0.11413481857952847,1
Bafia,bafi1243,Atlantic-Congo,0.020165220886329854,2
Bafia,bafi1243,Atlantic-Congo,-0.040705006113445706,3
Bafia,bafi1243,Atlantic-Congo,-0.05376770665822302,4
Bafia,bafi1243,Atlantic-Congo,-0.031341092197732325,5
Bafia,bafi1243,Atlantic-Congo,0.021044920732636568,6
Bafia,bafi1243,Atlantic-Congo,0.08759108865307115,7
Bafia,bafi1243,Atlantic-Congo,-0.025957531547694916,8
Bafia,bafi1243,Atlantic-Congo,-0.0022074222557412395,9
Ossetic,osse1245,Indo-European,-0.007502338953123666,0
Ossetic,osse1245,Indo-European,-0.13762383381559745,1
Ossetic,osse1245,Indo-European,-0.16866684520779882,2
Ossetic,osse1245,Indo-European,-0.054066856041425734,3
Ossetic,osse1245,Indo-European,-0.16866684520779887,4
Ossetic,osse1245,Indo-European,-0.050186479617400574,5
Ossetic,osse1245,Indo-European,-0.13225609506815525,6
Ossetic,osse1245,Indo-European,-0.09105931672729545,7
Ossetic,osse1245,Indo-European,-0.05406685604142577,8
Ossetic,osse1245,Indo-European,0.10970662513450086,9
Yugumbir,yugu1249,Pama-Nyungan,-0.008357153753845641,0
Yugumbir,yugu1249,Pama-Nyungan,0.02855514793252821,1
Yugumbir,yugu1249,Pama-Nyungan,-0.024641301276160855,2
Yugumbir,yugu1249,Pama-Nyungan,0.04032159400402764,3
Yugumbir,yugu1249,Pama-Nyungan,-0.033979723396462165,4
Yugumbir,yugu1249,Pama-Nyungan,-0.01706756482090097,5
Yugumbir,yugu1249,Pama-Nyungan,-0.048419161836599736,6
Yugumbir,yugu1249,Pama-Nyungan,0.020679490161866904,7
Yugumbir,yugu1249,Pama-Nyungan,0.023250894371167535,8
Yugumbir,yugu1249,Pama-Nyungan,-0.011359879374554897,9
Gusii,gusi1247,Atlantic-Congo,0.0006922067579557223,0
Gusii,gusi1247,Atlantic-Congo,-0.046839373124839795,1
Gusii,gusi1247,Atlantic-Congo,0.006836689328195037,2
Gusii,gusi1247,Atlantic-Congo,-0.045543074816714664,3
Gusii,gusi1247,Atlantic-Congo,0.017616276919982854,4
Gusii,gusi1247,Atlantic-Congo,0.0004007329371927729,5
Gusii,gusi1247,Atlantic-Congo,0.0001102032183413909,6
Gusii,gusi1247,Atlantic-Congo,0.004524166416775197,7
Gusii,gusi1247,Atlantic-Congo,-0.004564398840594447,8
Gusii,gusi1247,Atlantic-Congo,0.02922952931730011,9
Tooro,toor1238,Atlantic-Congo,-0.02772677415839918,0
Tooro,toor1238,Atlantic-Congo,0.028061403011804077,1
Tooro,toor1238,Atlantic-Congo,-0.010173643083143903,2
Tooro,toor1238,Atlantic-Congo,-0.012528525324873092,3
Tooro,toor1238,Atlantic-Congo,-0.010440457029064818,4
Tooro,toor1238,Atlantic-Congo,0.0008124254143549941,5
Tooro,toor1238,Atlantic-Congo,-0.013257574078653482,6
Tooro,toor1238,Atlantic-Congo,-0.011831396834177875,7
Tooro,toor1238,Atlantic-Congo,-0.04048921599388356,8
Tooro,toor1238,Atlantic-Congo,0.007814292636833382,9
Carolinian,caro1242,Austronesian,-0.10430003914689694,0
Carolinian,caro1242,Austronesian,-0.08384887990753703,1
Carolinian,caro1242,Austronesian,0.03885807552862258,2
Carolinian,caro1242,Austronesian,-0.10430003914689696,3
Carolinian,caro1242,Austronesian,-0.10430003914689698,4
Carolinian,caro1242,Austronesian,-0.10430003914689698,5
Carolinian,caro1242,Austronesian,-0.10430003914689696,6
Carolinian,caro1242,Austronesian,-0.10430003914689702,7
Carolinian,caro1242,Austronesian,-0.10430003914689703,8
Carolinian,caro1242,Austronesian,0.9898267954640755,9
Big Nambas,bign1238,Austronesian,-0.007335367230225973,0
Big Nambas,bign1238,Austronesian,-0.03316679239342202,1
Big Nambas,bign1238,Austronesian,0.018648739527795093,2
Big Nambas,bign1238,Austronesian,0.005941808315164702,3
Big Nambas,bign1238,Austronesian,-0.0025982229270732453,4
Big Nambas,bign1238,Austronesian,-0.017959944437906095,5
Big Nambas,bign1238,Austronesian,0.038571738769348704,6
Big Nambas,bign1238,Austronesian,-0.022429575250836376,7
Big Nambas,bign1238,Austronesian,0.0007821376132673679,8
Big Nambas,bign1238,Austronesian,0.007707313892172489,9
Umpila,umpi1239,Pama-Nyungan,-0.011597672317213106,0
Umpila,umpi1239,Pama-Nyungan,0.03851280789271634,1
Umpila,umpi1239,Pama-Nyungan,0.009109153100727962,2
Umpila,umpi1239,Pama-Nyungan,0.023436041040634004,3
Umpila,umpi1239,Pama-Nyungan,-0.008085088529914393,4
Umpila,umpi1239,Pama-Nyungan,-0.02040319112064477,5
Umpila,umpi1239,Pama-Nyungan,0.00740149183948673,6
Umpila,umpi1239,Pama-Nyungan,-0.025495871707359407,7
Umpila,umpi1239,Pama-Nyungan,0.0050548551453965,8
Umpila,umpi1239,Pama-Nyungan,-0.014506536190269856,9
Mortlockese,mort1237,Austronesian,-0.03678077135015794,0
Mortlockese,mort1237,Austronesian,0.09957176847563481,1
Mortlockese,mort1237,Austronesian,0.06142944517909225,2
Mortlockese,mort1237,Austronesian,-0.017954358126701764,3
Mortlockese,mort1237,Austronesian,0.055348662928440595,4
Mortlockese,mort1237,Austronesian,0.004490400014804034,5
Mortlockese,mort1237,Austronesian,-0.08205687650473303,6
Mortlockese,mort1237,Austronesian,-0.041275854803794206,7
Mortlockese,mort1237,Austronesian,0.04002942363015053,8
Mortlockese,mort1237,Austronesian,-0.04551760486823177,9
Lauan,laua1243,Austronesian,-0.03254570885172086,0
Lauan,laua1243,Austronesian,0.01936677883862087,1
Lauan,laua1243,Austronesian,-0.012720972892591578,2
Lauan,laua1243,Austronesian,0.02541176096735964,3
Lauan,laua1243,Austronesian,-0.006611742194591352,4
Lauan,laua1243,Austronesian,0.01799309106368726,5
Lauan,laua1243,Austronesian,0.01644793870417456,6
Lauan,laua1243,Austronesian,-0.007829444687730835,7
Lauan,laua1243,Austronesian,-0.03473063117057973,8
Lauan,laua1243,Austronesian,-0.01841080211028196,9
Wolio,woli1241,Austronesian,0.02663539464078873,0
Wolio,woli1241,Austronesian,-0.0047426992858653665,1
Wolio,woli1241,Austronesian,-0.022377787784406,2
Wolio,woli1241,Austronesian,-0.031848561742713,3
Wolio,woli1241,Austronesian,-0.005416556591272989,4
Wolio,woli1241,Austronesian,-0.018959459563549247,5
Wolio,woli1241,Austronesian,-0.04566418595307459,6
Wolio,woli1241,Austronesian,0.012934046153851771,7
Wolio,woli1241,Austronesian,0.04928201299593342,8
Wolio,woli1241,Austronesian,-9.485076618644083e-05,9
Ampibabo,ampi1237,Austronesian,0.003427570537938845,0
Ampibabo,ampi1237,Austronesian,-0.01783316161883238,1
Ampibabo,ampi1237,Austronesian,0.04535934229917936,2
Ampibabo,ampi1237,Austronesian,0.02200299454870688,3
Ampibabo,ampi1237,Austronesian,0.0057312024876309065,4
Ampibabo,ampi1237,Austronesian,0.029861590556928105,5
Ampibabo,ampi1237,Austronesian,-0.028153449869274077,6
Ampibabo,ampi1237,Austronesian,0.04257014012411518,7
Ampibabo,ampi1237,Austronesian,0.04700615482417628,8
Ampibabo,ampi1237,Austronesian,0.04011492133672997,9
Northeast Maidu,nort2952,,-0.015294518944463504,0
Northeast Maidu,nort2952,,-0.017697290296165492,1
Northeast Maidu,nort2952,,-0.023936004195820447,2
Northeast Maidu,nort2952,,-0.030907923429855808,3
Northeast Maidu,nort2952,,0.040253226630104014,4
Northeast Maidu,nort2952,,-0.028617976718121416,5
Northeast Maidu,nort2952,,-0.012547158608095074,6
Northeast Maidu,nort2952,,-0.01791156956108711,7
Northeast Maidu,nort2952,,0.08742671048558641,8
Northeast Maidu,nort2952,,-0.029168989881355467,9
Macedonian,mace1250,Indo-European,0.025837740887443113,0
Macedonian,mace1250,Indo-European,0.024904775780598826,1
Macedonian,mace1250,Indo-European,0.011512519536589876,2
Macedonian,mace1250,Indo-European,0.002060082872926438,3
Macedonian,mace1250,Indo-European,-0.040629491654503906,4
Macedonian,mace1250,Indo-European,0.009393582593947326,5
Macedonian,mace1250,Indo-European,-0.023228631491781844,6
Macedonian,mace1250,Indo-European,0.01903886113612463,7
Macedonian,mace1250,Indo-European,0.004200961440572958,8
Macedonian,mace1250,Indo-European,0.0012565910864459585,9
Hehe,hehe1240,Atlantic-Congo,-0.026817212345420543,0
Hehe,hehe1240,Atlantic-Congo,0.010439065717273089,1
Hehe,hehe1240,Atlantic-Congo,-0.03749919465631375,2
Hehe,hehe1240,Atlantic-Congo,-0.0054062088775179455,3
Hehe,hehe1240,Atlantic-Congo,-0.011140378575218867,4
Hehe,hehe1240,Atlantic-Congo,-0.00023035821987347374,5
Hehe,hehe1240,Atlantic-Congo,-0.006931462073658189,6
Hehe,hehe1240,Atlantic-Congo,-0.02688946261610379,7
Hehe,hehe1240,Atlantic-Congo,0.010218456295974709,8
Hehe,hehe1240,Atlantic-Congo,0.00479689212115619,9
Tlingit,tlin1245,,0.023269218002522477,0
Tlingit,tlin1245,,-0.004232149911301292,1
Tlingit,tlin1245,,0.03315482942983481,2
Tlingit,tlin1245,,-0.01960859142391401,3
Tlingit,tlin1245,,-0.009827627625944342,4
Tlingit,tlin1245,,0.00011298148395537786,5
Tlingit,tlin1245,,-0.020251146216213822,6
Tlingit,tlin1245,,0.026346913139833967,7
Tlingit,tlin1245,,-0.06106154919196858,8
Tlingit,tlin1245,,-0.001953516469872688,9
Kannada,nucl1305,Dravidian,-0.004499020501376775,0
Kannada,nucl1305,Dravidian,-0.06014360290170742,1
Kannada,nucl1305,Dravidian,0.03405248789704107,2
Kannada,nucl1305,Dravidian,0.03189285531863219,3
Kannada,nucl1305,Dravidian,0.018976394255598484,4
Kannada,nucl1305,Dravidian,0.046484759499681824,5
Kannada,nucl1305,Dravidian,0.009957773271689774,6
Kannada,nucl1305,Dravidian,-0.019400776403537066,7
Kannada,nucl1305,Dravidian,-0.04117816533531945,8
Kannada,nucl1305,Dravidian,-0.025688238250088632,9
Mashco Piro,mash1270,Arawakan,0.03015496023496486,0
Mashco Piro,mash1270,Arawakan,0.02051031152562948,1
Mashco Piro,mash1270,Arawakan,-0.04263655140841236,2
Mashco Piro,mash1270,Arawakan,0.031845357949057705,3
Mashco Piro,mash1270,Arawakan,0.05315815156410794,4
Mashco Piro,mash1270,Arawakan,-0.06369012405577916,5
Mashco Piro,mash1270,Arawakan,0.011872618609649034,6
Mashco Piro,mash1270,Arawakan,-0.053119994837906526,7
Mashco Piro,mash1270,Arawakan,0.041371776526526446,8
Mashco Piro,mash1270,Arawakan,0.017538718337410872,9
Tonga (Tonga Islands),tong1325,Austronesian,0.02200349405793455,0
Tonga (Tonga Islands),tong1325,Austronesian,0.07193797082192083,1
Tonga (Tonga Islands),tong1325,Austronesian,-0.021653312653166223,2
Tonga (Tonga Islands),tong1325,Austronesian,-0.009894740847132398,3
Tonga (Tonga Islands),tong1325,Austronesian,-0.030996158552132606,4
Tonga (Tonga Islands),tong1325,Austronesian,-0.015173078762790424,5
Tonga (Tonga Islands),tong1325,Austronesian,0.027360910583236336,6
Tonga (Tonga Islands),tong1325,Austronesian,-0.014503463876590163,7
Tonga (Tonga Islands),tong1325,Austronesian,0.002596052341747785,8
Tonga (Tonga Islands),tong1325,Austronesian,-0.030155173647132594,9
Qawasqar,qawa1238,,-0.018380141765623782,0
Qawasqar,qawa1238,,-0.04790088000192051,1
Qawasqar,qawa1238,,0.024839338734762552,2
Qawasqar,qawa1238,,0.060911204352309095,3
Qawasqar,qawa1238,,0.018382778714820677,4
Qawasqar,qawa1238,,0.08762663685814504,5
Qawasqar,qawa1238,,0.035115240263305425,6
Qawasqar,qawa1238,,0.09471719018900099,7
Qawasqar,qawa1238,,0.0425534209542382,8
Qawasqar,qawa1238,,0.05783089216792282,9
Eastern Bolivian Guaraní,east2555,Tupian,-0.039815107589872244,0
Eastern Bolivian Guaraní,east2555,Tupian,-0.008735624473654726,1
Eastern Bolivian Guaraní,east2555,Tupian,-0.023624825621509325,2
Eastern Bolivian Guaraní,east2555,Tupian,-0.021583144877775115,3
Eastern Bolivian Guaraní,east2555,Tupian,-0.012066946778406583,4
Eastern Bolivian Guaraní,east2555,Tupian,-0.01597217110710035,5
Eastern Bolivian Guaraní,east2555,Tupian,-0.008948232700528374,6
Eastern Bolivian Guaraní,east2555,Tupian,0.01940819699362389,7
Eastern Bolivian Guaraní,east2555,Tupian,-0.04323842577488696,8
Eastern Bolivian Guaraní,east2555,Tupian,-0.0037678720484365,9
Yelmek,yelm1242,,-0.034197180540324223,0
Yelmek,yelm1242,,-0.012819394282418546,1
Yelmek,yelm1242,,-0.027126907697725654,2
Yelmek,yelm1242,,-0.016873686559313903,3
Yelmek,yelm1242,,-0.0371345688498029,4
Yelmek,yelm1242,,0.04672405353648859,5
Yelmek,yelm1242,,-0.012836132668984998,6
Yelmek,yelm1242,,-0.02746406653953934,7
Yelmek,yelm1242,,-0.0011485501319692705,8
Yelmek,yelm1242,,-0.05376712067722385,9
Cubeo,cube1242,,-0.012469387891395243,0
Cubeo,cube1242,,0.003546919457765302,1
Cubeo,cube1242,,0.039280953810133586,2
Cubeo,cube1242,,-0.02483675843259741,3
Cubeo,cube1242,,0.011537561309391197,4
Cubeo,cube1242,,-0.004451023044611302,5
Cubeo,cube1242,,0.002143971527033829,6
Cubeo,cube1242,,0.027050103191022905,7
Cubeo,cube1242,,-0.001313229627111709,8
Cubeo,cube1242,,0.05981518057863466,9
Ponca,ponc1241,,0.006072099642057296,0
Ponca,ponc1241,,0.12285343460350273,1
Ponca,ponc1241,,0.010083559100848983,2
Ponca,ponc1241,,0.02590942463014871,3
Ponca,ponc1241,,-0.024844982728831823,4
Ponca,ponc1241,,-0.02225829596107813,5
Ponca,ponc1241,,0.009361385334018285,6
Ponca,ponc1241,,-0.049492918131218255,7
Ponca,ponc1241,,0.04734499920755637,8
Ponca,ponc1241,,0.011854214198876997,9
Prai,phai1238,Austroasiatic,0.010358635849778869,0
Prai,phai1238,Austroasiatic,-0.04285609272107432,1
Prai,phai1238,Austroasiatic,-0.026395330723949808,2
Prai,phai1238,Austroasiatic,0.0653191583965485,3
Prai,phai1238,Austroasiatic,-0.06501329714464515,4
Prai,phai1238,Austroasiatic,0.03924402412865441,5
Prai,phai1238,Austroasiatic,0.008691477685254112,6
Prai,phai1238,Austroasiatic,0.05448917297955751,7
Prai,phai1238,Austroasiatic,0.022323302025997326,8
Prai,phai1238,Austroasiatic,-0.040157974585195995,9
Hano,hano1246,Austronesian,0.0021215019274958844,0
Hano,hano1246,Austronesian,-0.0017970273256196247,1
Hano,hano1246,Austronesian,0.017885590467504785,2
Hano,hano1246,Austronesian,0.025907576641145333,3
Hano,hano1246,Austronesian,0.000695124283097833,4
Hano,hano1246,Austronesian,0.011555060601970537,5
Hano,hano1246,Austronesian,-0.00712274220259375,6
Hano,hano1246,Austronesian,-0.012247651471070035,7
Hano,hano1246,Austronesian,-0.01949532981655941,8
Hano,hano1246,Austronesian,-0.013838738682531448,9
Avestan,aves1237,Indo-European,0.0017482752947217714,0
Avestan,aves1237,Indo-European,0.0022637848817816933,1
Avestan,aves1237,Indo-European,-0.026282070736949905,2
Avestan,aves1237,Indo-European,-0.0028208978973485524,3
Avestan,aves1237,Indo-European,0.016636161841186298,4
Avestan,aves1237,Indo-European,-0.04773904180224548,5
Avestan,aves1237,Indo-European,-0.025110031540853738,6
Avestan,aves1237,Indo-European,0.012606308905322175,7
Avestan,aves1237,Indo-European,-0.03224512222578983,8
Avestan,aves1237,Indo-European,0.005568476040121927,9
Paraguayan Guaraní,para1311,Tupian,0.05126070177115413,0
Paraguayan Guaraní,para1311,Tupian,0.057033561957763886,1
Paraguayan Guaraní,para1311,Tupian,-0.013353577885600921,2
Paraguayan Guaraní,para1311,Tupian,0.050752629962021165,3
Paraguayan Guaraní,para1311,Tupian,-0.011845277335566262,4
Paraguayan Guaraní,para1311,Tupian,0.017835465612419856,5
Paraguayan Guaraní,para1311,Tupian,0.08313315824098738,6
Paraguayan Guaraní,para1311,Tupian,0.0453560385225709,7
Paraguayan Guaraní,para1311,Tupian,0.05808692566311256,8
Paraguayan Guaraní,para1311,Tupian,-0.0550397019259077,9
Movima,movi1243,,-0.003672681061801887,0
Movima,movi1243,,-0.03587512517290847,1
Movima,movi1243,,0.05019225418041638,2
Movima,movi1243,,0.045329586136690136,3
Movima,movi1243,,-0.01948477424727372,4
Movima,movi1243,,0.0014817918778505918,5
Movima,movi1243,,0.028154016863911297,6
Movima,movi1243,,0.0037380121633062255,7
Movima,movi1243,,-0.02235070524765016,8
Movima,movi1243,,-0.025913099955328266,9
Andi,andi1255,Nakh-Daghestanian,-0.03854443422747615,0
Andi,andi1255,Nakh-Daghestanian,-0.014520242714290577,1
Andi,andi1255,Nakh-Daghestanian,-0.0225075629700724,2
Andi,andi1255,Nakh-Daghestanian,-0.0072185357045754,3
Andi,andi1255,Nakh-Daghestanian,0.007791328074187953,4
Andi,andi1255,Nakh-Daghestanian,-0.025491948466767576,5
Andi,andi1255,Nakh-Daghestanian,-0.0076942461439790544,6
Andi,andi1255,Nakh-Daghestanian,-0.020955465636917664,7
Andi,andi1255,Nakh-Daghestanian,-0.0059170244716044915,8
Andi,andi1255,Nakh-Daghestanian,0.03716005892554282,9
Kawaiisu,kawa1283,Uto-Aztecan,0.003389012334587293,0
Kawaiisu,kawa1283,Uto-Aztecan,0.025559382762439974,1
Kawaiisu,kawa1283,Uto-Aztecan,0.024282616079807612,2
Kawaiisu,kawa1283,Uto-Aztecan,0.018408971575478338,3
Kawaiisu,kawa1283,Uto-Aztecan,-0.09680595407914162,4
Kawaiisu,kawa1283,Uto-Aztecan,-0.08251802799093416,5
Kawaiisu,kawa1283,Uto-Aztecan,0.0199539212835421,6
Kawaiisu,kawa1283,Uto-Aztecan,-0.007034783184813016,7
Kawaiisu,kawa1283,Uto-Aztecan,-0.00845785365704196,8
Kawaiisu,kawa1283,Uto-Aztecan,-0.024853931983125865,9
'Are'are,area1240,Austronesian,-0.0004894131226313009,0
'Are'are,area1240,Austronesian,0.020159435188505496,1
'Are'are,area1240,Austronesian,-0.006458695943132096,2
'Are'are,area1240,Austronesian,-0.007599019142257068,3
'Are'are,area1240,Austronesian,0.014324570945080009,4
'Are'are,area1240,Austronesian,-0.014801380409709134,5
'Are'are,area1240,Austronesian,0.018248130619756234,6
'Are'are,area1240,Austronesian,0.066912063134126,7
'Are'are,area1240,Austronesian,-0.012017990372527473,8
'Are'are,area1240,Austronesian,-0.028388185572069857,9
Cotabato Manobo,cota1241,Austronesian,-0.03631751506659951,0
Cotabato Manobo,cota1241,Austronesian,-0.014136736890867464,1
Cotabato Manobo,cota1241,Austronesian,0.016832396604565737,2
Cotabato Manobo,cota1241,Austronesian,-0.011504086390672304,3
Cotabato Manobo,cota1241,Austronesian,0.019673634779466865,4
Cotabato Manobo,cota1241,Austronesian,-0.008125285532634563,5
Cotabato Manobo,cota1241,Austronesian,0.020407309336996256,6
Cotabato Manobo,cota1241,Austronesian,-0.002790019297370069,7
Cotabato Manobo,cota1241,Austronesian,-0.01252701708755016,8
Cotabato Manobo,cota1241,Austronesian,-0.03079095706334717,9
Northern Tosk Albanian,tosk1239,Indo-European,-0.021218024132006505,0
Northern Tosk Albanian,tosk1239,Indo-European,-0.0017461621586014127,1
Northern Tosk Albanian,tosk1239,Indo-European,-0.050381398589056686,2
Northern Tosk Albanian,tosk1239,Indo-European,-0.026341594464947164,3
Northern Tosk Albanian,tosk1239,Indo-European,-0.00512754050180818,4
Northern Tosk Albanian,tosk1239,Indo-European,0.03741488087080332,5
Northern Tosk Albanian,tosk1239,Indo-European,0.01875407310525592,6
Northern Tosk Albanian,tosk1239,Indo-European,-0.02133226376938145,7
Northern Tosk Albanian,tosk1239,Indo-European,-0.002808370552849505,8
Northern Tosk Albanian,tosk1239,Indo-European,-0.01207685677423999,9
Eel River Athabaskan,wail1244,,-0.02705814323835836,0
Eel River Athabaskan,wail1244,,-0.02238428091068906,1
Eel River Athabaskan,wail1244,,0.013435555883138427,2
Eel River Athabaskan,wail1244,,0.0013793271409023164,3
Eel River Athabaskan,wail1244,,-0.0017813584531149928,4
Eel River Athabaskan,wail1244,,-0.0019602631365501296,5
Eel River Athabaskan,wail1244,,-0.017996338551171165,6
Eel River Athabaskan,wail1244,,0.016654881658749742,7
Eel River Athabaskan,wail1244,,-0.01513983747330078,8
Eel River Athabaskan,wail1244,,0.01518236736631825,9
Bungku,bung1269,Austronesian,0.00915577699642331,0
Bungku,bung1269,Austronesian,0.009525366518147858,1
Bungku,bung1269,Austronesian,-0.003060815961093171,2
Bungku,bung1269,Austronesian,-0.001852767115489172,3
Bungku,bung1269,Austronesian,-0.012851587187360845,4
Bungku,bung1269,Austronesian,-0.012252801014345085,5
Bungku,bung1269,Austronesian,-0.028914793822050925,6
Bungku,bung1269,Austronesian,-0.002446714224072535,7
Bungku,bung1269,Austronesian,0.005512352049565716,8
Bungku,bung1269,Austronesian,0.023018093678080193,9
Forest Enets,fore1265,Uralic,-0.03249893141110983,0
Forest Enets,fore1265,Uralic,-0.03975552859264233,1
Forest Enets,fore1265,Uralic,0.014451540895636647,2
Forest Enets,fore1265,Uralic,-0.06726483533336333,3
Forest Enets,fore1265,Uralic,0.04042344373033252,4
Forest Enets,fore1265,Uralic,0.03787330589394779,5
Forest Enets,fore1265,Uralic,-0.03406545421027232,6
Forest Enets,fore1265,Uralic,-0.0700112938488992,7
Forest Enets,fore1265,Uralic,-0.010827303085903335,8
Forest Enets,fore1265,Uralic,0.057936690322157196,9
Quechan,quec1382,,-0.01292097649180992,0
Quechan,quec1382,,-0.02462371198600215,1
Quechan,quec1382,,-0.014443230225579508,2
Quechan,quec1382,,0.054971573089075874,3
Quechan,quec1382,,0.014925085178303356,4
