language,glottocode,language_family,count,prop,n_kintypes,data_type
simulation_545,na,na,20,0.4166666666666667,48,simulated
simulation_546,na,na,22,0.4583333333333333,48,simulated
simulation_547,na,na,21,0.4375,48,simulated
simulation_548,na,na,16,0.3333333333333333,48,simulated
simulation_549,na,na,18,0.375,48,simulated
simulation_550,na,na,21,0.4375,48,simulated
simulation_551,na,na,18,0.375,48,simulated
simulation_552,na,na,20,0.4166666666666667,48,simulated
simulation_553,na,na,19,0.3958333333333333,48,simulated
simulation_554,na,na,21,0.4375,48,simulated
simulation_555,na,na,20,0.4166666666666667,48,simulated
simulation_556,na,na,20,0.4166666666666667,48,simulated
simulation_557,na,na,21,0.4375,48,simulated
simulation_558,na,na,24,0.5,48,simulated
simulation_559,na,na,21,0.4375,48,simulated
simulation_560,na,na,21,0.4375,48,simulated
simulation_561,na,na,15,0.3125,48,simulated
simulation_562,na,na,16,0.3333333333333333,48,simulated
simulation_563,na,na,21,0.4375,48,simulated
simulation_564,na,na,23,0.4791666666666667,48,simulated
simulation_565,na,na,16,0.3333333333333333,48,simulated
simulation_566,na,na,19,0.3958333333333333,48,simulated
simulation_567,na,na,20,0.4166666666666667,48,simulated
simulation_568,na,na,17,0.3541666666666667,48,simulated
simulation_569,na,na,19,0.3958333333333333,48,simulated
simulation_570,na,na,21,0.4375,48,simulated
simulation_571,na,na,18,0.375,48,simulated
simulation_572,na,na,17,0.3541666666666667,48,simulated
simulation_573,na,na,19,0.3958333333333333,48,simulated
simulation_574,na,na,21,0.4375,48,simulated
simulation_575,na,na,18,0.375,48,simulated
simulation_576,na,na,18,0.375,48,simulated
simulation_577,na,na,17,0.3541666666666667,48,simulated
simulation_578,na,na,19,0.3958333333333333,48,simulated
simulation_579,na,na,18,0.375,48,simulated
simulation_580,na,na,20,0.4166666666666667,48,simulated
simulation_581,na,na,17,0.3541666666666667,48,simulated
simulation_582,na,na,26,0.5416666666666666,48,simulated
simulation_583,na,na,24,0.5,48,simulated
simulation_584,na,na,22,0.4583333333333333,48,simulated
simulation_585,na,na,20,0.4166666666666667,48,simulated
simulation_586,na,na,19,0.3958333333333333,48,simulated
simulation_587,na,na,20,0.4166666666666667,48,simulated
simulation_588,na,na,17,0.3541666666666667,48,simulated
simulation_589,na,na,21,0.4375,48,simulated
simulation_590,na,na,23,0.4791666666666667,48,simulated
simulation_591,na,na,24,0.5,48,simulated
simulation_592,na,na,17,0.3541666666666667,48,simulated
simulation_593,na,na,18,0.375,48,simulated
simulation_594,na,na,18,0.375,48,simulated
simulation_595,na,na,24,0.5,48,simulated
simulation_596,na,na,18,0.375,48,simulated
simulation_597,na,na,25,0.5208333333333334,48,simulated
simulation_598,na,na,21,0.4375,48,simulated
simulation_599,na,na,21,0.4375,48,simulated
simulation_600,na,na,20,0.4166666666666667,48,simulated
simulation_601,na,na,24,0.5,48,simulated
simulation_602,na,na,20,0.4166666666666667,48,simulated
simulation_603,na,na,22,0.4583333333333333,48,simulated
simulation_604,na,na,19,0.3958333333333333,48,simulated
simulation_605,na,na,21,0.4375,48,simulated
simulation_606,na,na,19,0.3958333333333333,48,simulated
simulation_607,na,na,20,0.4166666666666667,48,simulated
simulation_608,na,na,19,0.3958333333333333,48,simulated
simulation_609,na,na,22,0.4583333333333333,48,simulated
simulation_610,na,na,20,0.4166666666666667,48,simulated
simulation_611,na,na,21,0.4375,48,simulated
simulation_612,na,na,17,0.3541666666666667,48,simulated
simulation_613,na,na,22,0.4583333333333333,48,simulated
simulation_614,na,na,22,0.4583333333333333,48,simulated
simulation_615,na,na,18,0.375,48,simulated
simulation_616,na,na,23,0.4791666666666667,48,simulated
simulation_617,na,na,19,0.3958333333333333,48,simulated
simulation_618,na,na,21,0.4375,48,simulated
simulation_619,na,na,21,0.4375,48,simulated
simulation_620,na,na,21,0.4375,48,simulated
simulation_621,na,na,20,0.4166666666666667,48,simulated
simulation_622,na,na,25,0.5208333333333334,48,simulated
simulation_623,na,na,15,0.3125,48,simulated
simulation_624,na,na,20,0.4166666666666667,48,simulated
simulation_625,na,na,20,0.4166666666666667,48,simulated
simulation_626,na,na,18,0.375,48,simulated
simulation_627,na,na,21,0.4375,48,simulated
simulation_628,na,na,19,0.3958333333333333,48,simulated
simulation_629,na,na,19,0.3958333333333333,48,simulated
simulation_630,na,na,21,0.4375,48,simulated
simulation_631,na,na,19,0.3958333333333333,48,simulated
simulation_632,na,na,21,0.4375,48,simulated
simulation_633,na,na,19,0.3958333333333333,48,simulated
simulation_634,na,na,26,0.5416666666666666,48,simulated
simulation_635,na,na,18,0.375,48,simulated
simulation_636,na,na,22,0.4583333333333333,48,simulated
simulation_637,na,na,21,0.4375,48,simulated
simulation_638,na,na,22,0.4583333333333333,48,simulated
simulation_639,na,na,20,0.4166666666666667,48,simulated
simulation_640,na,na,20,0.4166666666666667,48,simulated
simulation_641,na,na,20,0.4166666666666667,48,simulated
simulation_642,na,na,20,0.4166666666666667,48,simulated
simulation_643,na,na,20,0.4166666666666667,48,simulated
simulation_644,na,na,19,0.3958333333333333,48,simulated
simulation_645,na,na,17,0.3541666666666667,48,simulated
simulation_646,na,na,22,0.4583333333333333,48,simulated
simulation_647,na,na,18,0.375,48,simulated
simulation_648,na,na,23,0.4791666666666667,48,simulated
simulation_649,na,na,21,0.4375,48,simulated
simulation_650,na,na,19,0.3958333333333333,48,simulated
simulation_651,na,na,21,0.4375,48,simulated
simulation_652,na,na,19,0.3958333333333333,48,simulated
simulation_653,na,na,21,0.4375,48,simulated
simulation_654,na,na,16,0.3333333333333333,48,simulated
simulation_655,na,na,19,0.3958333333333333,48,simulated
simulation_656,na,na,22,0.4583333333333333,48,simulated
simulation_657,na,na,19,0.3958333333333333,48,simulated
simulation_658,na,na,24,0.5,48,simulated
simulation_659,na,na,17,0.3541666666666667,48,simulated
simulation_660,na,na,18,0.375,48,simulated
simulation_661,na,na,20,0.4166666666666667,48,simulated
simulation_662,na,na,23,0.4791666666666667,48,simulated
simulation_663,na,na,20,0.4166666666666667,48,simulated
simulation_664,na,na,24,0.5,48,simulated
simulation_665,na,na,20,0.4166666666666667,48,simulated
simulation_666,na,na,22,0.4583333333333333,48,simulated
simulation_667,na,na,22,0.4583333333333333,48,simulated
simulation_668,na,na,19,0.3958333333333333,48,simulated
simulation_669,na,na,19,0.3958333333333333,48,simulated
simulation_670,na,na,18,0.375,48,simulated
simulation_671,na,na,19,0.3958333333333333,48,simulated
simulation_672,na,na,20,0.4166666666666667,48,simulated
simulation_673,na,na,18,0.375,48,simulated
simulation_674,na,na,21,0.4375,48,simulated
simulation_675,na,na,17,0.3541666666666667,48,simulated
simulation_676,na,na,20,0.4166666666666667,48,simulated
simulation_677,na,na,19,0.3958333333333333,48,simulated
simulation_678,na,na,21,0.4375,48,simulated
simulation_679,na,na,17,0.3541666666666667,48,simulated
simulation_680,na,na,19,0.3958333333333333,48,simulated
simulation_681,na,na,21,0.4375,48,simulated
simulation_682,na,na,19,0.3958333333333333,48,simulated
simulation_683,na,na,20,0.4166666666666667,48,simulated
simulation_684,na,na,20,0.4166666666666667,48,simulated
simulation_685,na,na,15,0.3125,48,simulated
simulation_686,na,na,18,0.375,48,simulated
simulation_687,na,na,22,0.4583333333333333,48,simulated
simulation_688,na,na,24,0.5,48,simulated
simulation_689,na,na,19,0.3958333333333333,48,simulated
simulation_690,na,na,20,0.4166666666666667,48,simulated
simulation_691,na,na,19,0.3958333333333333,48,simulated
simulation_692,na,na,19,0.3958333333333333,48,simulated
simulation_693,na,na,23,0.4791666666666667,48,simulated
simulation_694,na,na,21,0.4375,48,simulated
simulation_695,na,na,21,0.4375,48,simulated
simulation_696,na,na,21,0.4375,48,simulated
simulation_697,na,na,20,0.4166666666666667,48,simulated
simulation_698,na,na,18,0.375,48,simulated
simulation_699,na,na,19,0.3958333333333333,48,simulated
simulation_700,na,na,21,0.4375,48,simulated
simulation_701,na,na,17,0.3541666666666667,48,simulated
simulation_702,na,na,18,0.375,48,simulated
simulation_703,na,na,17,0.3541666666666667,48,simulated
simulation_704,na,na,21,0.4375,48,simulated
simulation_705,na,na,18,0.375,48,simulated
simulation_706,na,na,23,0.4791666666666667,48,simulated
simulation_707,na,na,21,0.4375,48,simulated
simulation_708,na,na,22,0.4583333333333333,48,simulated
simulation_709,na,na,20,0.4166666666666667,48,simulated
simulation_710,na,na,18,0.375,48,simulated
simulation_711,na,na,20,0.4166666666666667,48,simulated
simulation_712,na,na,18,0.375,48,simulated
simulation_713,na,na,20,0.4166666666666667,48,simulated
simulation_714,na,na,15,0.3125,48,simulated
simulation_715,na,na,20,0.4166666666666667,48,simulated
simulation_716,na,na,22,0.4583333333333333,48,simulated
simulation_717,na,na,17,0.3541666666666667,48,simulated
simulation_718,na,na,21,0.4375,48,simulated
simulation_719,na,na,20,0.4166666666666667,48,simulated
simulation_720,na,na,21,0.4375,48,simulated
simulation_721,na,na,22,0.4583333333333333,48,simulated
simulation_722,na,na,23,0.4791666666666667,48,simulated
simulation_723,na,na,14,0.2916666666666667,48,simulated
simulation_724,na,na,25,0.5208333333333334,48,simulated
simulation_725,na,na,21,0.4375,48,simulated
simulation_726,na,na,22,0.4583333333333333,48,simulated
simulation_727,na,na,19,0.3958333333333333,48,simulated
simulation_728,na,na,18,0.375,48,simulated
simulation_729,na,na,17,0.3541666666666667,48,simulated
simulation_730,na,na,21,0.4375,48,simulated
simulation_731,na,na,18,0.375,48,simulated
simulation_732,na,na,17,0.3541666666666667,48,simulated
simulation_733,na,na,19,0.3958333333333333,48,simulated
simulation_734,na,na,22,0.4583333333333333,48,simulated
simulation_735,na,na,20,0.4166666666666667,48,simulated
simulation_736,na,na,21,0.4375,48,simulated
simulation_737,na,na,21,0.4375,48,simulated
simulation_738,na,na,18,0.375,48,simulated
simulation_739,na,na,16,0.3333333333333333,48,simulated
simulation_740,na,na,20,0.4166666666666667,48,simulated
simulation_741,na,na,20,0.4166666666666667,48,simulated
simulation_742,na,na,20,0.4166666666666667,48,simulated
simulation_743,na,na,20,0.4166666666666667,48,simulated
simulation_744,na,na,17,0.3541666666666667,48,simulated
simulation_745,na,na,20,0.4166666666666667,48,simulated
simulation_746,na,na,14,0.2916666666666667,48,simulated
simulation_747,na,na,25,0.5208333333333334,48,simulated
simulation_748,na,na,22,0.4583333333333333,48,simulated
simulation_749,na,na,20,0.4166666666666667,48,simulated
simulation_750,na,na,17,0.3541666666666667,48,simulated
simulation_751,na,na,20,0.4166666666666667,48,simulated
simulation_752,na,na,23,0.4791666666666667,48,simulated
simulation_753,na,na,22,0.4583333333333333,48,simulated
simulation_754,na,na,19,0.3958333333333333,48,simulated
simulation_755,na,na,21,0.4375,48,simulated
simulation_756,na,na,20,0.4166666666666667,48,simulated
simulation_757,na,na,18,0.375,48,simulated
simulation_758,na,na,23,0.4791666666666667,48,simulated
simulation_759,na,na,20,0.4166666666666667,48,simulated
simulation_760,na,na,20,0.4166666666666667,48,simulated
simulation_761,na,na,25,0.5208333333333334,48,simulated
simulation_762,na,na,20,0.4166666666666667,48,simulated
simulation_763,na,na,19,0.3958333333333333,48,simulated
simulation_764,na,na,19,0.3958333333333333,48,simulated
simulation_765,na,na,17,0.3541666666666667,48,simulated
simulation_766,na,na,19,0.3958333333333333,48,simulated
simulation_767,na,na,23,0.4791666666666667,48,simulated
simulation_768,na,na,17,0.3541666666666667,48,simulated
simulation_769,na,na,20,0.4166666666666667,48,simulated
simulation_770,na,na,22,0.4583333333333333,48,simulated
simulation_771,na,na,18,0.375,48,simulated
simulation_772,na,na,20,0.4166666666666667,48,simulated
simulation_773,na,na,19,0.3958333333333333,48,simulated
simulation_774,na,na,19,0.3958333333333333,48,simulated
simulation_775,na,na,19,0.3958333333333333,48,simulated
simulation_776,na,na,18,0.375,48,simulated
simulation_777,na,na,18,0.375,48,simulated
simulation_778,na,na,18,0.375,48,simulated
simulation_779,na,na,22,0.4583333333333333,48,simulated
simulation_780,na,na,19,0.3958333333333333,48,simulated
simulation_781,na,na,21,0.4375,48,simulated
simulation_782,na,na,24,0.5,48,simulated
simulation_783,na,na,19,0.3958333333333333,48,simulated
simulation_784,na,na,18,0.375,48,simulated
simulation_785,na,na,20,0.4166666666666667,48,simulated
simulation_786,na,na,18,0.375,48,simulated
simulation_787,na,na,19,0.3958333333333333,48,simulated
simulation_788,na,na,18,0.375,48,simulated
simulation_789,na,na,22,0.4583333333333333,48,simulated
simulation_790,na,na,17,0.3541666666666667,48,simulated
simulation_791,na,na,19,0.3958333333333333,48,simulated
simulation_792,na,na,19,0.3958333333333333,48,simulated
simulation_793,na,na,19,0.3958333333333333,48,simulated
simulation_794,na,na,22,0.4583333333333333,48,simulated
simulation_795,na,na,21,0.4375,48,simulated
simulation_796,na,na,20,0.4166666666666667,48,simulated
simulation_797,na,na,20,0.4166666666666667,48,simulated
simulation_798,na,na,21,0.4375,48,simulated
simulation_799,na,na,25,0.5208333333333334,48,simulated
simulation_800,na,na,24,0.5,48,simulated
simulation_801,na,na,19,0.3958333333333333,48,simulated
simulation_802,na,na,19,0.3958333333333333,48,simulated
simulation_803,na,na,19,0.3958333333333333,48,simulated
simulation_804,na,na,23,0.4791666666666667,48,simulated
simulation_805,na,na,22,0.4583333333333333,48,simulated
simulation_806,na,na,21,0.4375,48,simulated
simulation_807,na,na,20,0.4166666666666667,48,simulated
simulation_808,na,na,20,0.4166666666666667,48,simulated
simulation_809,na,na,19,0.3958333333333333,48,simulated
simulation_810,na,na,24,0.5,48,simulated
simulation_811,na,na,20,0.4166666666666667,48,simulated
simulation_812,na,na,24,0.5,48,simulated
simulation_813,na,na,16,0.3333333333333333,48,simulated
simulation_814,na,na,20,0.4166666666666667,48,simulated
simulation_815,na,na,20,0.4166666666666667,48,simulated
simulation_816,na,na,17,0.3541666666666667,48,simulated
simulation_817,na,na,18,0.375,48,simulated
simulation_818,na,na,18,0.375,48,simulated
simulation_819,na,na,19,0.3958333333333333,48,simulated
simulation_820,na,na,22,0.4583333333333333,48,simulated
simulation_821,na,na,22,0.4583333333333333,48,simulated
simulation_822,na,na,20,0.4166666666666667,48,simulated
simulation_823,na,na,24,0.5,48,simulated
simulation_824,na,na,20,0.4166666666666667,48,simulated
simulation_825,na,na,23,0.4791666666666667,48,simulated
simulation_826,na,na,20,0.4166666666666667,48,simulated
simulation_827,na,na,22,0.4583333333333333,48,simulated
simulation_828,na,na,20,0.4166666666666667,48,simulated
simulation_829,na,na,15,0.3125,48,simulated
simulation_830,na,na,20,0.4166666666666667,48,simulated
simulation_831,na,na,16,0.3333333333333333,48,simulated
simulation_832,na,na,21,0.4375,48,simulated
simulation_833,na,na,19,0.3958333333333333,48,simulated
simulation_834,na,na,23,0.4791666666666667,48,simulated
simulation_835,na,na,21,0.4375,48,simulated
simulation_836,na,na,20,0.4166666666666667,48,simulated
simulation_837,na,na,18,0.375,48,simulated
simulation_838,na,na,19,0.3958333333333333,48,simulated
simulation_839,na,na,23,0.4791666666666667,48,simulated
simulation_840,na,na,20,0.4166666666666667,48,simulated
simulation_841,na,na,21,0.4375,48,simulated
simulation_842,na,na,19,0.3958333333333333,48,simulated
simulation_843,na,na,22,0.4583333333333333,48,simulated
simulation_844,na,na,17,0.3541666666666667,48,simulated
simulation_845,na,na,20,0.4166666666666667,48,simulated
simulation_846,na,na,24,0.5,48,simulated
simulation_847,na,na,21,0.4375,48,simulated
simulation_848,na,na,17,0.3541666666666667,48,simulated
simulation_849,na,na,19,0.3958333333333333,48,simulated
simulation_850,na,na,25,0.5208333333333334,48,simulated
simulation_851,na,na,24,0.5,48,simulated
simulation_852,na,na,20,0.4166666666666667,48,simulated
simulation_853,na,na,20,0.4166666666666667,48,simulated
simulation_854,na,na,19,0.3958333333333333,48,simulated
simulation_855,na,na,21,0.4375,48,simulated
simulation_856,na,na,16,0.3333333333333333,48,simulated
simulation_857,na,na,18,0.375,48,simulated
simulation_858,na,na,18,0.375,48,simulated
simulation_859,na,na,20,0.4166666666666667,48,simulated
simulation_860,na,na,20,0.4166666666666667,48,simulated
simulation_861,na,na,21,0.4375,48,simulated
simulation_862,na,na,20,0.4166666666666667,48,simulated
simulation_863,na,na,17,0.3541666666666667,48,simulated
simulation_864,na,na,18,0.375,48,simulated
simulation_865,na,na,21,0.4375,48,simulated
simulation_866,na,na,20,0.4166666666666667,48,simulated
simulation_867,na,na,19,0.3958333333333333,48,simulated
simulation_868,na,na,14,0.2916666666666667,48,simulated
simulation_869,na,na,22,0.4583333333333333,48,simulated
simulation_870,na,na,18,0.375,48,simulated
simulation_871,na,na,20,0.4166666666666667,48,simulated
simulation_872,na,na,18,0.375,48,simulated
simulation_873,na,na,24,0.5,48,simulated
simulation_874,na,na,17,0.3541666666666667,48,simulated
simulation_875,na,na,19,0.3958333333333333,48,simulated
simulation_876,na,na,21,0.4375,48,simulated
simulation_877,na,na,18,0.375,48,simulated
simulation_878,na,na,16,0.3333333333333333,48,simulated
simulation_879,na,na,17,0.3541666666666667,48,simulated
simulation_880,na,na,19,0.3958333333333333,48,simulated
simulation_881,na,na,19,0.3958333333333333,48,simulated
simulation_882,na,na,19,0.3958333333333333,48,simulated
simulation_883,na,na,21,0.4375,48,simulated
simulation_884,na,na,23,0.4791666666666667,48,simulated
simulation_885,na,na,18,0.375,48,simulated
simulation_886,na,na,23,0.4791666666666667,48,simulated
simulation_887,na,na,22,0.4583333333333333,48,simulated
simulation_888,na,na,18,0.375,48,simulated
simulation_889,na,na,18,0.375,48,simulated
simulation_890,na,na,20,0.4166666666666667,48,simulated
simulation_891,na,na,17,0.3541666666666667,48,simulated
simulation_892,na,na,16,0.3333333333333333,48,simulated
simulation_893,na,na,22,0.4583333333333333,48,simulated
simulation_894,na,na,19,0.3958333333333333,48,simulated
simulation_895,na,na,22,0.4583333333333333,48,simulated
simulation_896,na,na,21,0.4375,48,simulated
simulation_897,na,na,25,0.5208333333333334,48,simulated
simulation_898,na,na,17,0.3541666666666667,48,simulated
simulation_899,na,na,22,0.4583333333333333,48,simulated
simulation_900,na,na,21,0.4375,48,simulated
simulation_901,na,na,23,0.4791666666666667,48,simulated
simulation_902,na,na,21,0.4375,48,simulated
simulation_903,na,na,21,0.4375,48,simulated
simulation_904,na,na,20,0.4166666666666667,48,simulated
simulation_905,na,na,23,0.4791666666666667,48,simulated
simulation_906,na,na,19,0.3958333333333333,48,simulated
simulation_907,na,na,19,0.3958333333333333,48,simulated
simulation_908,na,na,23,0.4791666666666667,48,simulated
simulation_909,na,na,18,0.375,48,simulated
simulation_910,na,na,20,0.4166666666666667,48,simulated
simulation_911,na,na,26,0.5416666666666666,48,simulated
simulation_912,na,na,20,0.4166666666666667,48,simulated
simulation_913,na,na,21,0.4375,48,simulated
simulation_914,na,na,22,0.4583333333333333,48,simulated
simulation_915,na,na,18,0.375,48,simulated
simulation_916,na,na,22,0.4583333333333333,48,simulated
simulation_917,na,na,21,0.4375,48,simulated
simulation_918,na,na,22,0.4583333333333333,48,simulated
simulation_919,na,na,21,0.4375,48,simulated
simulation_920,na,na,17,0.3541666666666667,48,simulated
simulation_921,na,na,24,0.5,48,simulated
simulation_922,na,na,24,0.5,48,simulated
simulation_923,na,na,19,0.3958333333333333,48,simulated
simulation_924,na,na,21,0.4375,48,simulated
simulation_925,na,na,21,0.4375,48,simulated
simulation_926,na,na,21,0.4375,48,simulated
simulation_927,na,na,18,0.375,48,simulated
simulation_928,na,na,17,0.3541666666666667,48,simulated
simulation_929,na,na,21,0.4375,48,simulated
simulation_930,na,na,21,0.4375,48,simulated
simulation_931,na,na,21,0.4375,48,simulated
simulation_932,na,na,23,0.4791666666666667,48,simulated
simulation_933,na,na,20,0.4166666666666667,48,simulated
simulation_934,na,na,22,0.4583333333333333,48,simulated
simulation_935,na,na,23,0.4791666666666667,48,simulated
simulation_936,na,na,20,0.4166666666666667,48,simulated
simulation_937,na,na,25,0.5208333333333334,48,simulated
simulation_938,na,na,22,0.4583333333333333,48,simulated
simulation_939,na,na,22,0.4583333333333333,48,simulated
simulation_940,na,na,24,0.5,48,simulated
simulation_941,na,na,20,0.4166666666666667,48,simulated
simulation_942,na,na,21,0.4375,48,simulated
simulation_943,na,na,20,0.4166666666666667,48,simulated
simulation_944,na,na,22,0.4583333333333333,48,simulated
simulation_945,na,na,18,0.375,48,simulated
simulation_946,na,na,23,0.4791666666666667,48,simulated
simulation_947,na,na,18,0.375,48,simulated
simulation_948,na,na,20,0.4166666666666667,48,simulated
simulation_949,na,na,18,0.375,48,simulated
simulation_950,na,na,18,0.375,48,simulated
simulation_951,na,na,18,0.375,48,simulated
simulation_952,na,na,23,0.4791666666666667,48,simulated
simulation_953,na,na,19,0.3958333333333333,48,simulated
simulation_954,na,na,20,0.4166666666666667,48,simulated
simulation_955,na,na,20,0.4166666666666667,48,simulated
simulation_956,na,na,19,0.3958333333333333,48,simulated
simulation_957,na,na,20,0.4166666666666667,48,simulated
simulation_958,na,na,18,0.375,48,simulated
simulation_959,na,na,18,0.375,48,simulated
simulation_960,na,na,24,0.5,48,simulated
simulation_961,na,na,22,0.4583333333333333,48,simulated
simulation_962,na,na,19,0.3958333333333333,48,simulated
simulation_963,na,na,18,0.375,48,simulated
simulation_964,na,na,18,0.375,48,simulated
simulation_965,na,na,21,0.4375,48,simulated
simulation_966,na,na,20,0.4166666666666667,48,simulated
simulation_967,na,na,23,0.4791666666666667,48,simulated
simulation_968,na,na,15,0.3125,48,simulated
simulation_969,na,na,23,0.4791666666666667,48,simulated
simulation_970,na,na,17,0.3541666666666667,48,simulated
simulation_971,na,na,24,0.5,48,simulated
simulation_972,na,na,24,0.5,48,simulated
simulation_973,na,na,21,0.4375,48,simulated
simulation_974,na,na,23,0.4791666666666667,48,simulated
simulation_975,na,na,17,0.3541666666666667,48,simulated
simulation_976,na,na,21,0.4375,48,simulated
simulation_977,na,na,23,0.4791666666666667,48,simulated
simulation_978,na,na,22,0.4583333333333333,48,simulated
simulation_979,na,na,22,0.4583333333333333,48,simulated
simulation_980,na,na,18,0.375,48,simulated
simulation_981,na,na,18,0.375,48,simulated
simulation_982,na,na,21,0.4375,48,simulated
simulation_983,na,na,18,0.375,48,simulated
simulation_984,na,na,21,0.4375,48,simulated
simulation_985,na,na,15,0.3125,48,simulated
simulation_986,na,na,18,0.375,48,simulated
simulation_987,na,na,23,0.4791666666666667,48,simulated
simulation_988,na,na,19,0.3958333333333333,48,simulated
simulation_989,na,na,18,0.375,48,simulated
simulation_990,na,na,20,0.4166666666666667,48,simulated
simulation_991,na,na,16,0.3333333333333333,48,simulated
simulation_992,na,na,16,0.3333333333333333,48,simulated
simulation_993,na,na,19,0.3958333333333333,48,simulated
simulation_994,na,na,18,0.375,48,simulated
simulation_995,na,na,17,0.3541666666666667,48,simulated
simulation_996,na,na,17,0.3541666666666667,48,simulated
simulation_997,na,na,17,0.3541666666666667,48,simulated
simulation_998,na,na,19,0.3958333333333333,48,simulated
simulation_999,na,na,22,0.4583333333333333,48,simulated
